text,font_size,is_bold,is_italic,relative_font_size,x_position_normalized,is_centered,space_below,text_length,is_all_caps,starts_with_numbering,line_height,span_count,label
"概要",12.0,0,0,1.2,0.122,0,0.0,8,0,0,52.44000244140625,1,Body
"ソフトウェアテスト",9.960000038146973,0,0,1.0,0.716,0,0.0,16,0,0,59.15997314453125,1,Body
"ファンデーションレベルエクステンション –",9.960000038146973,0,0,1.0,0.122,0,0.0,28,0,0,67.44000244140625,1,Body
"アジャイルテスター",9.960000038146973,0,0,1.0,0.342,0,0.0,12,0,0,67.44000244140625,1,Body
"4.",15.960000038146973,0,0,1.6,0.116,0,0.0,2,0,1,137.41998291015625,1,Body
"参考文献",15.960000038146973,1,0,1.6,0.153,0,0.0,10,0,0,137.41998291015625,1,Body
"4.1 商標",14.039999961853027,0,0,1.4,0.116,0,0.0,14,0,1,184.0999755859375,1,H2
"この文書では、以下の登録商標およびサービスマークが使用されています：",9.960000038146973,0,0,1.0,0.116,0,0.0,80,0,0,203.9000244140625,1,Body
"ISTQB",9.960000038146973,0,0,1.0,0.116,0,0.0,5,1,0,229.93548583984375,1,Body
"®",6.480000019073486,0,1,0.65,0.165,0,0.0,1,0,0,224.9000244140625,1,Body
"は、国際ソフトウェアテスト資格認定委員会の登録商標です。",9.960000038146973,0,0,1.0,0.177,0,0.0,84,0,0,229.9354248046875,1,Body
"4.2 文書とウェブサイト",14.039999961853027,0,0,1.4,0.116,0,0.0,27,0,1,270.16998291015625,1,H2
"識別子",9.960000038146973,1,0,1.0,0.125,0,0.0,10,0,0,289.8500061035156,1,Body
"リファレンス",9.960000038146973,1,0,1.0,0.316,0,0.0,9,0,0,289.8500061035156,1,Body
"[ISTQB-Web]",9.960000038146973,0,0,1.0,0.125,0,0.0,11,0,0,304.489990234375,1,Body
"国際ソフトウェアテスト資格認定委員会のウェブサイト。",9.960000038146973,0,0,1.0,0.316,0,0.0,74,0,0,304.489990234375,1,Body
"最新のISTQB用語集とシラバスについては、このウェブサイトを参照してください。(www.istqb.org)",9.960000038146973,0,0,1.0,0.316,0,0.0,74,0,0,316.010009765625,1,Body
"バージョン 2014",9.960000038146973,0,0,1.0,0.125,0,0.0,12,0,0,728.0399780273438,1,Body
"12ページ中12ページ",9.960000038146973,0,0,1.0,0.437,0,0.0,13,0,0,728.0399780273438,1,Body
"「2014年5月31日」",9.960000038146973,0,0,1.0,0.771,0,0.0,12,0,0,728.0399780273438,1,Body
"© 国際ソフトウェアテスト資格委員会",6.0,0,0,0.6,0.125,0,0.0,53,0,0,742.3200073242188,1,Body
"オンタリオ州の図書館",15.960000038146973,0,0,1.6,0.156,0,0.0,19,0,0,89.6400146484375,1,Body
"協力する",15.960000038146973,0,0,1.6,0.156,0,0.0,16,0,0,112.19146728515625,1,Body
"RFP: R",32.040000915527344,0,0,3.2,0.147,0,0.0,6,1,0,192.01629638671875,1,Body
"RFP: R",32.040000915527344,0,0,3.2,0.147,0,0.0,6,1,0,191.75994873046875,1,Body
"RFP: R",32.040000915527344,0,0,3.2,0.148,0,0.0,6,1,0,192.01629638671875,1,Body
"RFP: Reeeequest f",32.040000915527344,0,0,3.2,0.148,0,0.0,17,0,0,191.75994873046875,1,Body
"クエストf",32.040000915527344,0,0,3.2,0.342,0,0.0,7,0,0,191.75994873046875,1,Body
"クエストf",32.040000915527344,0,0,3.2,0.343,0,0.0,7,0,0,192.01629638671875,1,Body
"クエスト foooor Pr",32.040000915527344,0,0,3.2,0.343,0,0.0,15,0,0,191.75994873046875,1,Body
"r Pr",32.040000915527344,0,0,3.2,0.543,1,0.0,4,0,0,191.75994873046875,1,Body
"r Pr",32.040000915527344,0,0,3.2,0.543,1,0.0,4,0,0,192.01629638671875,1,Body
"r 提案",32.040000915527344,0,0,3.2,0.543,1,0.0,10,0,0,191.75994873046875,1,Body
"オポーザル",32.040000915527344,0,0,3.2,0.63,0,0.0,6,0,0,191.75994873046875,1,Body
"オポーザル",32.040000915527344,0,0,3.2,0.63,0,0.0,6,0,0,192.01629638671875,1,Body
"オポーザル",32.040000915527344,0,0,3.2,0.63,0,0.0,6,0,0,191.75994873046875,1,Body
"開発提案書の提出",24.0,0,0,2.4,0.215,0,0.0,36,0,0,270.1199951171875,1,Body
"オンタリオ州の事業計画",24.0,0,0,2.4,0.215,0,0.0,33,0,0,297.7200012207031,1,Body
"デジタルライブラリ",24.0,0,0,2.4,0.215,0,0.0,15,0,0,325.32000732421875,1,Body
"「2003年3月21日」",20.040000915527344,0,0,2.0,0.389,0,0.0,14,0,0,360.6000061035156,1,Body
"「オンタリオ・デジタル・ライブラリーは、オンタリオをより良い学習、仕事、生活の場にします。」",9.960000038146973,0,0,1.0,0.15,0,0.0,101,0,0,705.239990234375,1,Body
"すべてのオンタリオ州民は、生涯学習者であり、",9.960000038146973,0,0,1.0,0.15,0,0.0,94,0,0,719.1640625,1,Body
"オンタリオ州の繁栄に効果的に貢献するために必要な知識と学習支援。",9.960000038146973,0,0,1.0,0.15,0,0.0,65,0,0,733.088134765625,1,Body
"オンタリオ州のデジタルライブラリ",20.040000915527344,0,0,2.0,0.147,0,0.0,25,0,0,110.6400146484375,1,H1
"オンタリオ州の繁栄へのロードマップを実施するための重要な構成要素",15.960000038146973,0,0,1.6,0.147,0,0.0,59,0,0,134.7598876953125,1,Body
"繁栄戦略",15.960000038146973,0,0,1.6,0.147,0,0.0,19,0,0,153.1138916015625,1,Body
"概要",12.0,0,0,1.2,0.157,0,0.0,7,0,0,208.91998291015625,1,H2
"この目的は",11.039999961853027,0,0,1.1,0.157,0,0.0,19,0,0,238.55999755859375,1,Body
"提案依頼書",11.039999961853027,1,0,1.1,0.319,0,0.0,20,0,0,238.55999755859375,1,Body
"（",11.039999961853027,0,0,1.1,0.5,1,0.0,1,0,0,238.55999755859375,1,Body
"RFP",11.039999961853027,1,0,1.1,0.51,1,0.0,3,1,0,238.55999755859375,1,Body
"）は、企業および/またはコンサルタントを招待することです。",11.039999961853027,0,0,1.1,0.545,1,0.0,42,0,0,238.55999755859375,1,Body
"事業計画策定の提案書を提示する",11.039999961853027,0,0,1.1,0.157,0,0.0,59,0,0,251.1566162109375,1,Body
"オンタリオデジタルライブラリー（ODL）。",11.039999961853027,1,0,1.1,0.613,0,0.0,30,0,0,251.1566162109375,1,Body
"ODLは、オンタリオ州のすべての住民に高品質の図書館電子コンテンツを提供し、",11.039999961853027,0,0,1.1,0.157,0,0.0,97,0,0,263.87469482421875,1,Body
"「人々が学び、働き、生活の質を向上させるのを支援します。事業計画は、」",11.039999961853027,0,0,1.1,0.157,0,0.0,93,0,0,276.5927734375,1,Body
"開発されることは、文書化し、明確に伝えることです：",11.039999961853027,0,0,1.1,0.157,0,0.0,49,0,0,289.1894226074219,1,Body
"「ODLがどのように実施されるか、タイムラインを含む」",11.039999961853027,0,0,1.1,0.216,0,0.0,55,0,0,313.9079895019531,1,Body
"実施のための財政計画",11.039999961853027,0,0,1.1,0.216,0,0.0,41,0,0,326.504638671875,1,Body
"「最初の2年間の運営の財務計画（資本費および運営費を含む）」",11.039999961853027,0,0,1.1,0.216,0,0.0,90,0,0,339.1012878417969,1,Body
"「収益など」",11.039999961853027,0,0,1.1,0.217,0,0.0,14,0,0,351.8193664550781,1,Body
"その後の2年間の財務予測",11.039999961853027,0,0,1.1,0.216,0,0.0,57,0,0,364.416015625,1,Body
"ODLが提供するサービスと製品",11.039999961853027,0,0,1.1,0.216,0,0.0,52,0,0,377.13409423828125,1,Body
"実施後、ODLはどのように運営・管理されるのか",11.039999961853027,0,0,1.1,0.216,0,0.0,68,0,0,389.7307434082031,1,Body
"「誰が関与し、その役割/責任は何になるのか、両方について」",11.039999961853027,0,0,1.1,0.216,0,0.0,78,0,0,402.327392578125,1,Body
"導入および運用段階",11.039999961853027,0,0,1.1,0.217,0,0.0,37,0,0,415.04547119140625,1,Body
"ODLのマーケティングおよびコミュニケーション計画",11.039999961853027,0,0,1.1,0.216,0,0.0,49,0,0,427.6421203613281,1,Body
"この事業計画は、ODL運営委員会によって完了し、承認されなければなりません。",11.039999961853027,0,0,1.1,0.157,0,0.0,82,0,0,452.9678649902344,1,Body
"「2003年9月30日までに」",11.039999961853027,0,0,1.1,0.157,0,0.0,29,0,0,465.5644836425781,1,Body
"タイムライン：",11.039999961853027,1,1,1.1,0.157,0,0.0,9,0,0,490.2830505371094,1,H3
"本RFPに提案書を提出する予定の企業/コンサルタントは、その意向を示さなければなりません。",11.039999961853027,0,0,1.1,0.157,0,0.0,85,0,0,514.880126953125,1,Body
"マイケル・リドリーへの電子メールでの意思表示（",11.039999961853027,0,0,1.1,0.157,0,0.0,51,0,0,527.5982666015625,1,Body
"mridley@uoguelph.ca",11.039999961853027,0,0,1.1,0.524,1,0.0,19,0,0,527.5982666015625,1,Body
"）までに",11.039999961853027,0,0,1.1,0.69,0,0.0,4,0,0,527.5982666015625,1,Body
"4月11日",11.039999961853027,1,1,1.1,0.723,0,0.0,8,0,0,527.5982666015625,1,Body
"th",6.960000038146973,1,1,0.7,0.786,0,0.0,2,0,0,522.5999145507812,1,Body
"。",11.039999961853027,1,1,1.1,0.796,0,0.0,1,0,0,527.6400146484375,1,Body
"「提案書は、電子メール、郵送、宅配便、またはファックスでラリー・ムーアに送付できます。」",11.039999961853027,0,0,1.1,0.157,0,0.0,69,0,0,552.2371215820312,1,Body
"（",11.039999961853027,0,0,1.1,0.157,0,0.0,1,0,0,564.833740234375,1,Body
"lmoore@accessola.com",11.039999961853027,0,0,1.1,0.163,0,0.0,20,0,0,564.833740234375,1,Body
"）、オンタリオ図書館協会事務局長",11.039999961853027,0,0,1.1,0.347,0,0.0,55,0,0,564.833740234375,1,Body
"100ロンバード",9.960000038146973,0,0,1.0,0.757,0,0.0,11,0,0,564.8399658203125,1,Body
"「St.、Suite 303、トロント、ON M5C 1M3」",9.960000038146973,0,0,1.0,0.157,0,0.0,37,0,0,577.5588989257812,1,Body
"提案書は、次の日時までに受領する必要があります。",11.039999961853027,0,0,1.1,0.44,0,0.0,29,0,0,577.5599975585938,1,Body
"「月曜正午」",11.039999961853027,1,1,1.1,0.678,0,0.0,15,0,0,577.5599975585938,1,Body
"「2003年4月21日」",11.039999961853027,1,1,1.1,0.157,0,0.0,15,0,0,590.1566162109375,1,Body
"最終選考に残った提案は、その週に提案について話し合うよう招待されます。",11.039999961853027,0,0,1.1,0.157,0,0.0,95,0,0,614.8751831054688,1,Body
"の",11.039999961853027,0,0,1.1,0.157,0,0.0,2,0,0,627.4718017578125,1,Body
"「2003年4月28日」",11.039999961853027,1,1,1.1,0.179,0,0.0,14,0,0,627.4718017578125,1,Body
"プレゼンテーションは期待されません。招待された企業またはコンサルタントは、",11.039999961853027,0,0,1.1,0.297,0,0.0,70,0,0,627.4718017578125,1,Body
"面接では、プロジェクトとそのアプローチについて選考委員会と話し合うことが期待されます。",11.039999961853027,0,0,1.1,0.157,0,0.0,87,0,0,640.18994140625,1,Body
"委員会",11.039999961853027,0,0,1.1,0.157,0,0.0,9,0,0,652.7865600585938,1,Body
"。",11.039999961853027,1,1,1.1,0.236,0,0.0,1,0,0,652.7865600585938,1,Body
"企業/コンサルタントとの契約は、その週に署名されます。",11.039999961853027,0,0,1.1,0.157,0,0.0,61,0,0,677.3836669921875,1,Body
"「2003年5月5日」",11.039999961853027,1,1,1.1,0.626,0,0.0,11,0,0,677.3836669921875,1,Body
"その仕事は",11.039999961853027,0,0,1.1,0.725,0,0.0,16,0,0,677.3836669921875,1,Body
"その後できるだけ早く開始します。",11.039999961853027,0,0,1.1,0.157,0,0.0,40,0,0,690.1017456054688,1,Body
"RFP: オンタリオデジタル図書館事業計画策定",7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
"2003年3月",7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
"2222",9.0,1,1,0.9,0.844,0,0.0,4,0,0,740.8798828125,1,Body
"提出された提案書のいずれも選定しない権利を留保し、",11.039999961853027,0,0,1.1,0.157,0,0.0,90,0,0,82.20001220703125,1,Body
"これらの付託事項に対してさらなる回答を求めることがあります。",11.039999961853027,0,0,1.1,0.157,0,0.0,50,0,0,94.796630859375,1,Body
"「詳しい情報が必要な場合やご質問がある場合は、マイケル・リドリーに電子メールでお問い合わせください。」",11.039999961853027,0,0,1.1,0.157,0,0.0,93,0,0,119.51519775390625,1,Body
"メール（",11.039999961853027,0,0,1.1,0.157,0,0.0,6,0,0,132.11181640625,1,Body
"mridley@uoguelph.ca",11.039999961853027,0,0,1.1,0.202,0,0.0,19,0,0,132.11181640625,1,Body
"）、",11.039999961853027,0,0,1.1,0.368,0,0.0,1,0,0,132.11181640625,1,Body
"のみ",11.039999961853027,1,1,1.1,0.381,0,0.0,4,0,0,132.11181640625,1,Body
"によって",11.039999961853027,0,0,1.1,0.417,0,0.0,2,0,0,132.11181640625,1,Body
"午後3時 金曜日、4月18日",11.039999961853027,1,1,1.1,0.45,1,0.0,30,0,0,132.11181640625,1,Body
"すべての質問と",11.039999961853027,0,0,1.1,0.705,0,0.0,19,0,0,132.11181640625,1,Body
"回答は、提出することを示した人々と共有されます。",11.039999961853027,0,0,1.1,0.157,0,0.0,85,0,0,144.82989501953125,1,Body
"「提案書。マイケルへの電子メールで示していない企業/コンサルタントは注意してください。」",11.039999961853027,0,0,1.1,0.157,0,0.0,92,0,0,157.426513671875,1,Body
"リドリー、4月11日まで",11.039999961853027,0,0,1.1,0.157,0,0.0,18,0,0,170.02313232421875,1,Body
"th",6.960000038146973,0,1,0.7,0.302,0,0.0,2,0,0,165.0,1,Body
"提案書を提出する者は、それ以上の情報を受け取らない。",11.039999961853027,0,0,1.1,0.311,0,0.0,68,0,0,170.03997802734375,1,Body
"情報または質問への回答。",11.039999961853027,0,0,1.1,0.157,0,0.0,34,0,0,182.758056640625,1,Body
"背景",12.0,0,0,1.2,0.157,0,0.0,10,0,0,219.3599853515625,1,H2
"「まず、ODLの背景について。過去2年間、オンタリオ図書館協会は」",11.039999961853027,0,0,1.1,0.147,0,0.0,89,0,0,249.1199951171875,1,Body
"「触媒として機能し、オンタリオ州を創設するために必要な利害関係者を集めました。」",11.039999961853027,0,0,1.1,0.147,0,0.0,88,0,0,261.71661376953125,1,Body
"「デジタルライブラリー（ODL）。これらの利害関係者には、オンタリオ州の5000以上の公共図書館、大学が含まれます。」",11.039999961853027,0,0,1.1,0.147,0,0.0,95,0,0,274.313232421875,1,Body
"「大学、および学校図書館、ならびにオンタリオ州政府省庁。」",11.039999961853027,0,0,1.1,0.147,0,0.0,72,0,0,287.03131103515625,1,Body
"非常に異なる顧客層にサービスを提供する図書館は、協力することで、",11.039999961853027,0,0,1.1,0.147,0,0.0,96,0,0,311.62841796875,1,Body
"「質の高い電子図書館サービスへのシームレスなアクセス。ODLを通じて、学生は」",11.039999961853027,0,0,1.1,0.147,0,0.0,89,0,0,324.34649658203125,1,Body
"「学校でトピックを探求し、放課後に同じ子供に安全なリソースを使用できるようになります（どちらかで」",11.039999961853027,0,0,1.1,0.147,0,0.0,92,0,0,336.9431457519531,1,Body
"「自宅または公共図書館で）、使用方法の知識を持って大学またはカレッジに入学する」",11.039999961853027,0,0,1.1,0.147,0,0.0,88,0,0,349.539794921875,1,Body
"「まだ利用可能な電子リソース、そして卒業後もこれらを使い続ける」",11.039999961853027,0,0,1.1,0.147,0,0.0,95,0,0,362.25787353515625,1,Body
"職場や自宅でのスキルとリソース。",11.039999961853027,0,0,1.1,0.147,0,0.0,40,0,0,374.8545227050781,1,Body
"私たちはコンバージェンスの時代に移行しています。コンバージェンスにより、もはやライセンスを取得する必要はありません。",11.039999961853027,0,0,1.1,0.147,0,0.0,89,0,0,399.5730895996094,1,Body
"個々の図書館や機関としての商品。私たちは協力して、私たちのお金を賢く使うことができます。",11.039999961853027,0,0,1.1,0.147,0,0.0,94,0,0,412.16973876953125,1,Body
"州政府は、懸命に働き、提供することでこれを可能にしました。",11.039999961853027,0,0,1.1,0.147,0,0.0,89,0,0,424.7663879394531,1,Body
"「すべてのオンタリオ州民に、安定した高速通信インフラを。まだ」",11.039999961853027,0,0,1.1,0.147,0,0.0,93,0,0,437.4844665527344,1,Body
"「このインフラを改善するために多くの作業が必要ですが、図書館は計画を立て始めています。」",11.039999961853027,0,0,1.1,0.147,0,0.0,93,0,0,450.08111572265625,1,Body
"通信技術を最大限に活用する。アクセスへの障壁を減らし、",11.039999961853027,0,0,1.1,0.147,0,0.0,90,0,0,462.7991943359375,1,Body
"知識社会を支えるために必要なコンテンツインフラ。",11.039999961853027,0,0,1.1,0.147,0,0.0,61,0,0,475.3958435058594,1,Body
"ODLの概念は、",11.039999961853027,0,0,1.1,0.147,0,0.0,41,0,0,499.9929504394531,1,Body
"繁栄への道筋",11.039999961853027,1,1,1.1,0.475,1,0.0,25,0,0,499.9929504394531,1,Body
"、戦略計画",11.039999961853027,0,0,1.1,0.684,0,0.0,21,0,0,499.9929504394531,1,Body
"オンタリオ州の経済目標を構想し達成するため、オンタリオ州雇用投資委員会によって作成されました。",11.039999961853027,0,0,1.1,0.147,0,0.0,87,0,0,512.7110595703125,1,Body
